Id,TARGET_5Yrs
0,0.4874873386832817
1,0.44359740360847333
2,0.6740869617144091
3,0.74372295472084
4,0.3826323242057671
5,0.7022962071853942
6,0.3866553841602435
7,0.446345351348082
8,0.5406598970662184
9,0.21536427964946672
10,0.571017445879677
11,0.7305503962955907
12,0.3756230757769433
13,0.7862953627328121
14,0.8510765571272453
15,0.7316596710998344
16,0.719209230366523
17,0.47700031924222996
18,0.2619317077983472
19,0.7322969592559951
20,0.897460944370285
21,0.9535865990448824
22,0.7305634656174669
23,0.4171274324144849
24,0.6699792269411102
25,0.7580906658454931
26,0.6195060706768145
27,0.8639760406164532
28,0.6160351753839683
29,0.5773737578433955
30,0.5873620617250968
31,0.4631382299387452
32,0.3897197382065254
33,0.3810644749690058
34,0.35523148238864055
35,0.3570211508983875
36,0.36227385797406
37,0.2916292099509962
38,0.555482979863985
39,0.7775194182121017
40,0.8599055710288224
41,0.5548161159741011
42,0.4341781742480793
43,0.4834779419093261
44,0.5066510514710914
45,0.5977382858884177
46,0.486862508111349
47,0.41541334316437517
48,0.4219677917263548
49,0.3701186078971271
50,0.4637411032442049
51,0.4932439470459847
52,0.7319270991133684
53,0.1828721898694407
54,0.8566524314836669
55,0.45311208600150266
56,0.6264212937703012
57,0.18124408171334655
58,0.591178164887737
59,0.9202780981293454
60,0.7476902028615587
61,0.517453322401663
62,0.5067925977164014
63,0.8972332128098506
64,0.6160730987717657
65,0.20724483798685384
66,0.40332478731824273
67,0.3810060631754688
68,0.38996604996739204
69,0.5536947656015798
70,0.7844118032843962
71,0.6816312460757182
72,0.629324543597061
73,0.3974246309445187
74,0.5129794773159565
75,0.41405854061629405
76,0.45639800013116666
77,0.4561133512069978
78,0.6342830611308204
79,0.8021166090940829
80,0.788036192138078
81,0.6542216430112358
82,0.5798627531290288
83,0.3363571236614903
84,0.3501623566764379
85,0.14569611547262223
86,0.4383486935993683
87,0.5137367568820019
88,0.3270609291621206
89,0.5025225902039503
90,0.6256467954774234
91,0.26784631148404414
92,0.738970810542424
93,0.7728553919134882
94,0.48999976806319917
95,0.7250273482974263
96,0.8277233633513443
97,0.8066236647914606
98,0.19937238984134517
99,0.6522191720677926
100,0.6166123988773997
101,0.6725366776522173
102,0.7873298326043885
103,0.5580561165161153
104,0.5612149905942467
105,0.639367504353421
106,0.7257752983374831
107,0.2235500455232746
108,0.7158972555555712
109,0.22393753008951495
110,0.7757449991646291
111,0.4783577502975443
112,0.25827421436811077
113,0.7686898300000778
114,0.6564038173675008
115,0.8336395717102247
116,0.447716442353896
117,0.30104006445768955
118,0.41273277806331027
119,0.3357223564678997
120,0.7732946738928472
121,0.30236696428754867
122,0.7839489101744991
123,0.65528654108189
124,0.4639901620222309
125,0.7405436928121895
126,0.4719953413310615
127,0.6223749558219519
128,0.648485257128397
129,0.40520552612342914
130,0.5997939707746364
131,0.7985941659922511
132,0.45973336576473145
133,0.5680023927352305
134,0.6128965272778827
135,0.6356678204691847
136,0.7279321178840037
137,0.7532755662068836
138,0.670525142419244
139,0.3805847342865648
140,0.7010728986050702
141,0.7160176387277055
142,0.4486647801843421
143,0.44164387245781755
144,0.41630022026298213
145,0.5580033843040425
146,0.2988422713710762
147,0.3527487433702809
148,0.7548534535770054
149,0.30100725700988307
150,0.6028774885283886
151,0.5069387524013689
152,0.39864013627872
153,0.7607630512044995
154,0.7191482934522605
155,0.7608188713192817
156,0.1953020644492158
157,0.4556188312277948
158,0.8669878059573068
159,0.2540159746642545
160,0.37933754337235465
161,0.8218853919552497
162,0.41734003519724283
163,0.35519858106681845
164,0.5878442649475142
165,0.7743338002924585
166,0.8291293980518143
167,0.4514048372775565
168,0.7835530986536595
169,0.8291106993092141
170,0.32017610934155954
171,0.3810374179737531
172,0.7348210572362436
173,0.7309709356181384
174,0.7195496263012267
175,0.7153396153204548
176,0.4165831387486362
177,0.4932012327432946
178,0.42300278417615317
179,0.3390201004307468
180,0.549721196461907
181,0.9507609928925673
182,0.7656542574531011
183,0.26466418979162326
184,0.6716999003634619
185,0.2967130719045889
186,0.10903569075076557
187,0.6699997644941614
188,0.7579908856868737
189,0.43331084058243724
190,0.32066688140692173
191,0.4392115899101778
192,0.39682281751139725
193,0.5647640415225165
194,0.7170764701138661
195,0.42451462060522216
196,0.801883842923833
197,0.46524131880502295
198,0.3901460076041793
199,0.38177741653291714
200,0.3764704726049047
201,0.4619426177358163
202,0.2683513914418168
203,0.5378220543891011
204,0.31082941229654915
205,0.18291936973556075
206,0.40225872689567277
207,0.7510802420389807
208,0.4231341731135185
209,0.8532464671662661
210,0.579206179977839
211,0.7518973446662827
212,0.8529315694634084
213,0.7136266009827443
214,0.6298941942809173
215,0.7982269457700445
216,0.40188669012168204
217,0.2915590622406165
218,0.38573273011069065
219,0.6766647885024419
220,0.9177531774239249
221,0.6269025211316299
222,0.49155579350207773
223,0.21744727793881113
224,0.7059743753530872
225,0.41028283287647616
226,0.5910924239556832
227,0.6741853941755385
228,0.4165455355458123
229,0.44966757996084594
230,0.7155385659941624
231,0.4358207728400685
232,0.4749692731354675
233,0.7591635481449354
234,0.504832357402839
235,0.9066923291078807
236,0.6724923393184824
237,0.3051208446145287
238,0.5359948377100597
239,0.7867668132214459
240,0.9018067055727055
241,0.5836414325527844
242,0.6346808443528221
243,0.5663164743354422
244,0.8017694408820318
245,0.4149392702963333
246,0.18020165939034855
247,0.40704509596885596
248,0.3661656419302082
249,0.5680047302373608
250,0.21062028315574333
251,0.6756585349488788
252,0.5842738589365007
253,0.8346319213889223
254,0.6459795302257474
255,0.5987933055930912
256,0.4355808218207637
257,0.612096613099024
258,0.3299651369891169
259,0.652480384034517
260,0.7499894919166742
261,0.24442389732268252
262,0.6540563698389115
263,0.3334073722087479
264,0.18545786164538725
265,0.5628278763972253
266,0.5686558587647768
267,0.46179526678164523
268,0.5287896188466169
269,0.5405724987957102
270,0.4521361530446506
271,0.44341211473945585
272,0.27470682279455344
273,0.5622431498694067
274,0.5520082765492343
275,0.5471785104258519
276,0.49296133835862066
277,0.7857860612284985
278,0.9099210394965062
279,0.2754088529072736
280,0.5659907947164438
281,0.5696569259812145
282,0.7349309051085385
283,0.6839065451112238
284,0.4850590226202592
285,0.7187529038882278
286,0.336094207286488
287,0.6521459808608325
288,0.8160321021957158
289,0.8322268139624822
290,0.5451840085965814
291,0.3289310716931396
292,0.6888106994985881
293,0.4272385826126896
294,0.5334268717852676
295,0.23171484002507842
296,0.5111660607175569
297,0.7843621182516562
298,0.8745805845096227
299,0.5209095392751749
300,0.2786834475249838
301,0.8041873395718978
302,0.4432094837132181
303,0.7937469077881063
304,0.667809933002955
305,0.5736352478477299
306,0.6565408688098545
307,0.22938275702611288
308,0.3545631101531414
