Id,TARGET_5Yrs
0,0.33675348781290654
1,0.6237007613373056
2,1.0
3,1.0
4,0.5743832206647378
5,0.7549450774950256
6,0.4865956856800523
7,0.62150475227261
8,0.47777878295409515
9,0.5231530186662877
10,0.6634861684435595
11,0.9046359150442106
12,0.5679671240941319
13,0.8
14,1.0
15,1.0
16,1.0
17,0.6090795580306517
18,0.5255760612046166
19,1.0
20,1.0
21,0.6
22,1.0
23,0.5814218764112954
24,1.0
25,0.9063927013597073
26,0.869057938683768
27,1.0
28,1.0
29,1.0
30,0.7456387973520748
31,0.6985538484064958
32,0.2794258599080751
33,0.6543280895704114
34,0.6313696383967674
35,0.3765122968178899
36,0.5052855658069036
37,0.7076850488500662
38,0.45809563870090564
39,1.0
40,1.0
41,0.32832373606829324
42,0.7164472613100255
43,0.23167807822656003
44,0.5243126854356877
45,0.6020184614878866
46,0.7104070875855107
47,0.666927196910829
48,0.5586045995065043
49,0.7882556274660969
50,0.6715229332392962
51,0.8119734666195952
52,0.6383344087576426
53,0.8183182670987549
54,0.8
55,0.5521075066739415
56,1.0
57,0.6
58,0.8792593164256568
59,0.8
60,1.0
61,0.4838372123962854
62,0.8821871618430415
63,0.8
64,0.8125967628430683
65,0.6864458336177417
66,0.8215864933672787
67,0.8885636923076923
68,0.7174280051140534
69,0.9456387973520748
70,0.8753860552175947
71,0.8753860552175947
72,1.0
73,0.579313363046184
74,0.7879568104017369
75,0.7200553879769143
76,0.21984361783761538
77,0.4257890197075854
78,0.7838169959720164
79,1.0
80,1.0
81,1.0
82,0.6283905860147055
83,0.6376633494577376
84,0.598425909476741
85,0.6
86,0.5319385142642643
87,0.4
88,0.5418472399653105
89,0.8917127521145087
90,0.7119928682175652
91,0.34002354064337126
92,1.0
93,0.9134476314292679
94,1.0
95,1.0
96,1.0
97,1.0
98,0.3926715187940635
99,1.0
100,1.0
101,0.8
102,1.0
103,0.8649540526164288
104,0.7911465768761179
105,0.8879924572195519
106,0.9046359150442106
107,0.3840459106518147
108,0.9234660152320735
109,0.6060381779673548
110,1.0
111,0.784435414251606
112,0.20413082832844967
113,0.9370642592111171
114,0.6791810809278058
